mem,p_len,sa_factor,t_len,tally_factor,time
33416,12,16,4045,512,0 days 00:00:00.000134000
14280,6,64,4045,512,0 days 00:00:00.000521000
14280,7,64,4045,512,0 days 00:00:00.000112000
14280,12,64,4045,512,0 days 00:00:00.000132000
9576,6,256,4045,512,0 days 00:00:00.004584000
9576,7,256,4045,512,0 days 00:00:00.000112000
9576,12,256,4045,512,0 days 00:00:00.000134000
912504,6,1,2521,1,0 days 00:00:00.000046000
912504,7,1,2521,1,0 days 00:00:00.000027000
912504,12,1,2521,1,0 days 00:00:00.000028000
743800,6,4,2521,1,0 days 00:00:00.000049000
743800,7,4,2521,1,0 days 00:00:00.000027000
743800,12,4,2521,1,0 days 00:00:00.000028000
700344,6,16,2521,1,0 days 00:00:00.000054000
700344,7,16,2521,1,0 days 00:00:00.000027000
700344,12,16,2521,1,0 days 00:00:00.000028000
689304,6,64,2521,1,0 days 00:00:00.000112000
689304,7,64,2521,1,0 days 00:00:00.000027000
689304,12,64,2521,1,0 days 00:00:00.000027000
686568,6,256,2521,1,0 days 00:00:00.000506000
686568,7,256,2521,1,0 days 00:00:00.000030000
686568,12,256,2521,1,0 days 00:00:00.000029000
336800,6,1,2521,8,0 days 00:00:00.000056000
336800,7,1,2521,8,0 days 00:00:00.000039000
336800,12,1,2521,8,0 days 00:00:00.000039000
168096,6,4,2521,8,0 days 00:00:00.000065000
168096,7,4,2521,8,0 days 00:00:00.000040000
168096,12,4,2521,8,0 days 00:00:00.000040000
124640,6,16,2521,8,0 days 00:00:00.000089000
124640,7,16,2521,8,0 days 00:00:00.000039000
124640,12,16,2521,8,0 days 00:00:00.000041000
113600,6,64,2521,8,0 days 00:00:00.000167000
113600,7,64,2521,8,0 days 00:00:00.000040000
113600,12,64,2521,8,0 days 00:00:00.000040000
110864,6,256,2521,8,0 days 00:00:00.000725000
110864,7,256,2521,8,0 days 00:00:00.000039000
110864,12,256,2521,8,0 days 00:00:00.000040000
259456,6,1,2521,32,0 days 00:00:00.000066000
259456,7,1,2521,32,0 days 00:00:00.000044000
259456,12,1,2521,32,0 days 00:00:00.000047000
90752,6,4,2521,32,0 days 00:00:00.000091000
90752,7,4,2521,32,0 days 00:00:00.000044000
90752,12,4,2521,32,0 days 00:00:00.000047000
47296,6,16,2521,32,0 days 00:00:00.000082000
47296,7,16,2521,32,0 days 00:00:00.000043000
47296,12,16,2521,32,0 days 00:00:00.000046000
36256,6,64,2521,32,0 days 00:00:00.000186000
36256,7,64,2521,32,0 days 00:00:00.000043000
36256,12,64,2521,32,0 days 00:00:00.000047000
33520,6,256,2521,32,0 days 00:00:00.000824000
33520,7,256,2521,32,0 days 00:00:00.000050000
33520,12,256,2521,32,0 days 00:00:00.000047000
237816,6,1,2521,128,0 days 00:00:00.000076000
237816,7,1,2521,128,0 days 00:00:00.000053000
237816,12,1,2521,128,0 days 00:00:00.000062000
69112,6,4,2521,128,0 days 00:00:00.000088000
69112,7,4,2521,128,0 days 00:00:00.000053000
69112,12,4,2521,128,0 days 00:00:00.000061000
25656,6,16,2521,128,0 days 00:00:00.000109000
25656,7,16,2521,128,0 days 00:00:00.000052000
25656,12,16,2521,128,0 days 00:00:00.000061000
14616,6,64,2521,128,0 days 00:00:00.000253000
14616,7,64,2521,128,0 days 00:00:00.000053000
14616,12,64,2521,128,0 days 00:00:00.000062000
11880,6,256,2521,128,0 days 00:00:00.001134000
11880,7,256,2521,128,0 days 00:00:00.000054000
11880,12,256,2521,128,0 days 00:00:00.000061000
232224,6,1,2521,512,0 days 00:00:00.000163000
232224,7,1,2521,512,0 days 00:00:00.000107000
232224,12,1,2521,512,0 days 00:00:00.000129000
63520,6,4,2521,512,0 days 00:00:00.000185000
63520,7,4,2521,512,0 days 00:00:00.000108000
63520,12,4,2521,512,0 days 00:00:00.000122000
20064,6,16,2521,512,0 days 00:00:00.000249000
20064,7,16,2521,512,0 days 00:00:00.000108000
20064,12,16,2521,512,0 days 00:00:00.000123000
9024,6,64,2521,512,0 days 00:00:00.000626000
9024,7,64,2521,512,0 days 00:00:00.000109000
9024,12,64,2521,512,0 days 00:00:00.000122000
6288,6,256,2521,512,0 days 00:00:00.002655000
6288,7,256,2521,512,0 days 00:00:00.000109000
6288,12,256,2521,512,0 days 00:00:00.000122000
889248,6,1,2452,1,0 days 00:00:00.000042000
889248,7,1,2452,1,0 days 00:00:00.000026000
889248,12,1,2452,1,0 days 00:00:00.000025000
723936,6,4,2452,1,0 days 00:00:00.000054000
723936,7,4,2452,1,0 days 00:00:00.000027000
723936,12,4,2452,1,0 days 00:00:00.000025000
681184,6,16,2452,1,0 days 00:00:00.000080000
681184,7,16,2452,1,0 days 00:00:00.000026000
681184,12,16,2452,1,0 days 00:00:00.000025000
670400,6,64,2452,1,0 days 00:00:00.000187000
670400,7,64,2452,1,0 days 00:00:00.000028000
670400,12,64,2452,1,0 days 00:00:00.000025000
667728,6,256,2452,1,0 days 00:00:00.000818000
667728,7,256,2452,1,0 days 00:00:00.000028000
667728,12,256,2452,1,0 days 00:00:00.000025000
329152,6,1,2452,8,0 days 00:00:00.000057000
329152,7,1,2452,8,0 days 00:00:00.000038000
329152,12,1,2452,8,0 days 00:00:00.000036000
163840,6,4,2452,8,0 days 00:00:00.000076000
163840,7,4,2452,8,0 days 00:00:00.000038000
163840,12,4,2452,8,0 days 00:00:00.000035000
121088,6,16,2452,8,0 days 00:00:00.000142000
121088,7,16,2452,8,0 days 00:00:00.000040000
121088,12,16,2452,8,0 days 00:00:00.000037000
110304,6,64,2452,8,0 days 00:00:00.000306000
110304,7,64,2452,8,0 days 00:00:00.000039000
110304,12,64,2452,8,0 days 00:00:00.000036000
107632,6,256,2452,8,0 days 00:00:00.001354000
107632,7,256,2452,8,0 days 00:00:00.000040000
107632,12,256,2452,8,0 days 00:00:00.000036000
254040,6,1,2452,32,0 days 00:00:00.000063000
254040,7,1,2452,32,0 days 00:00:00.000043000
254040,12,1,2452,32,0 days 00:00:00.000042000
88728,6,4,2452,32,0 days 00:00:00.000082000
88728,7,4,2452,32,0 days 00:00:00.000043000
88728,12,4,2452,32,0 days 00:00:00.000042000
45976,6,16,2452,32,0 days 00:00:00.000132000
45976,7,16,2452,32,0 days 00:00:00.000043000
45976,12,16,2452,32,0 days 00:00:00.000041000
35192,6,64,2452,32,0 days 00:00:00.000340000
35192,7,64,2452,32,0 days 00:00:00.000042000
35192,12,64,2452,32,0 days 00:00:00.000042000
32520,6,256,2452,32,0 days 00:00:00.001584000
32520,7,256,2452,32,0 days 00:00:00.000044000
32520,12,256,2452,32,0 days 00:00:00.000042000
233328,6,1,2452,128,0 days 00:00:00.000072000
233328,7,1,2452,128,0 days 00:00:00.000054000
233328,12,1,2452,128,0 days 00:00:00.000054000
68016,6,4,2452,128,0 days 00:00:00.000103000
68016,7,4,2452,128,0 days 00:00:00.000055000
68016,12,4,2452,128,0 days 00:00:00.000055000
25264,6,16,2452,128,0 days 00:00:00.000170000
25264,7,16,2452,128,0 days 00:00:00.000054000
25264,12,16,2452,128,0 days 00:00:00.000055000
14480,6,64,2452,128,0 days 00:00:00.000436000
14480,7,64,2452,128,0 days 00:00:00.000055000
14480,12,64,2452,128,0 days 00:00:00.000059000
11808,6,256,2452,128,0 days 00:00:00.002179000
11808,7,256,2452,128,0 days 00:00:00.000056000
11808,12,256,2452,128,0 days 00:00:00.000054000
227736,6,1,2452,512,0 days 00:00:00.000141000
227736,7,1,2452,512,0 days 00:00:00.000074000
227736,12,1,2452,512,0 days 00:00:00.000081000
62424,6,4,2452,512,0 days 00:00:00.000183000
62424,7,4,2452,512,0 days 00:00:00.000074000
62424,12,4,2452,512,0 days 00:00:00.000081000
19672,6,16,2452,512,0 days 00:00:00.000347000
19672,7,16,2452,512,0 days 00:00:00.000074000
19672,12,16,2452,512,0 days 00:00:00.000081000
8888,6,64,2452,512,0 days 00:00:00.000986000
8888,7,64,2452,512,0 days 00:00:00.000074000
8888,12,64,2452,512,0 days 00:00:00.000082000
6216,6,256,2452,512,0 days 00:00:00.005042000
6216,7,256,2452,512,0 days 00:00:00.000075000
6216,12,256,2452,512,0 days 00:00:00.000081000
901384,6,1,2488,1,0 days 00:00:00.000043000
901384,7,1,2488,1,0 days 00:00:00.000027000
901384,12,1,2488,1,0 days 00:00:00.000025000
734376,6,4,2488,1,0 days 00:00:00.000059000
734376,7,4,2488,1,0 days 00:00:00.000027000
734376,12,4,2488,1,0 days 00:00:00.000025000
691240,6,16,2488,1,0 days 00:00:00.000134000
691240,7,16,2488,1,0 days 00:00:00.000030000
691240,12,16,2488,1,0 days 00:00:00.000026000
680232,6,64,2488,1,0 days 00:00:00.000328000
680232,7,64,2488,1,0 days 00:00:00.000030000
680232,12,64,2488,1,0 days 00:00:00.000026000
677560,6,256,2488,1,0 days 00:00:00.000642000
677560,7,256,2488,1,0 days 00:00:00.000028000
677560,12,256,2488,1,0 days 00:00:00.000025000
333488,6,1,2488,8,0 days 00:00:00.000056000
333488,7,1,2488,8,0 days 00:00:00.000037000
333488,12,1,2488,8,0 days 00:00:00.000035000
166480,6,4,2488,8,0 days 00:00:00.000074000
166480,7,4,2488,8,0 days 00:00:00.000038000
166480,12,4,2488,8,0 days 00:00:00.000035000
123344,6,16,2488,8,0 days 00:00:00.000174000
123344,7,16,2488,8,0 days 00:00:00.000039000
123344,12,16,2488,8,0 days 00:00:00.000036000
112336,6,64,2488,8,0 days 00:00:00.000426000
112336,7,64,2488,8,0 days 00:00:00.000038000
112336,12,64,2488,8,0 days 00:00:00.000036000
109664,6,256,2488,8,0 days 00:00:00.000948000
109664,7,256,2488,8,0 days 00:00:00.000040000
109664,12,256,2488,8,0 days 00:00:00.000036000
256944,6,1,2488,32,0 days 00:00:00.000065000
256944,7,1,2488,32,0 days 00:00:00.000045000
256944,12,1,2488,32,0 days 00:00:00.000042000
89936,6,4,2488,32,0 days 00:00:00.000103000
89936,7,4,2488,32,0 days 00:00:00.000045000
89936,12,4,2488,32,0 days 00:00:00.000042000
46800,6,16,2488,32,0 days 00:00:00.000182000
46800,7,16,2488,32,0 days 00:00:00.000044000
46800,12,16,2488,32,0 days 00:00:00.000041000
35792,6,64,2488,32,0 days 00:00:00.000479000
35792,7,64,2488,32,0 days 00:00:00.000044000
35792,12,64,2488,32,0 days 00:00:00.000041000
33120,6,256,2488,32,0 days 00:00:00.001089000
33120,7,256,2488,32,0 days 00:00:00.000045000
33120,12,256,2488,32,0 days 00:00:00.000041000
235672,6,1,2488,128,0 days 00:00:00.000077000
235672,7,1,2488,128,0 days 00:00:00.000048000
235672,12,1,2488,128,0 days 00:00:00.000048000
68664,6,4,2488,128,0 days 00:00:00.000134000
68664,7,4,2488,128,0 days 00:00:00.000049000
68664,12,4,2488,128,0 days 00:00:00.000049000
25528,6,16,2488,128,0 days 00:00:00.000240000
25528,7,16,2488,128,0 days 00:00:00.000049000
25528,12,16,2488,128,0 days 00:00:00.000049000
14520,6,64,2488,128,0 days 00:00:00.000647000
14520,7,64,2488,128,0 days 00:00:00.000048000
14520,12,64,2488,128,0 days 00:00:00.000049000
11848,6,256,2488,128,0 days 00:00:00.001484000
11848,7,256,2488,128,0 days 00:00:00.000048000
11848,12,256,2488,128,0 days 00:00:00.000048000
230080,6,1,2488,512,0 days 00:00:00.000133000
230080,7,1,2488,512,0 days 00:00:00.000069000
230080,12,1,2488,512,0 days 00:00:00.000072000
63072,6,4,2488,512,0 days 00:00:00.000201000
63072,7,4,2488,512,0 days 00:00:00.000068000
63072,12,4,2488,512,0 days 00:00:00.000071000
19936,6,16,2488,512,0 days 00:00:00.000518000
19936,7,16,2488,512,0 days 00:00:00.000070000
19936,12,16,2488,512,0 days 00:00:00.000072000
8928,6,64,2488,512,0 days 00:00:00.001454000
8928,7,64,2488,512,0 days 00:00:00.000069000
8928,12,64,2488,512,0 days 00:00:00.000072000
6256,6,256,2488,512,0 days 00:00:00.003596000
6256,7,256,2488,512,0 days 00:00:00.000069000
6256,12,256,2488,512,0 days 00:00:00.000071000
816104,6,1,2242,1,0 days 00:00:00.000042000
816104,7,1,2242,1,0 days 00:00:00.000024000
816104,12,1,2242,1,0 days 00:00:00.000025000
660968,6,4,2242,1,0 days 00:00:00.000040000
660968,7,4,2242,1,0 days 00:00:00.000023000
660968,12,4,2242,1,0 days 00:00:00.000025000
620712,6,16,2242,1,0 days 00:00:00.000069000
620712,7,16,2242,1,0 days 00:00:00.000024000
620712,12,16,2242,1,0 days 00:00:00.000025000
610504,6,64,2242,1,0 days 00:00:00.000142000
610504,7,64,2242,1,0 days 00:00:00.000025000
610504,12,64,2242,1,0 days 00:00:00.000024000
607960,6,256,2242,1,0 days 00:00:00.000374000
607960,7,256,2242,1,0 days 00:00:00.000025000
607960,12,256,2242,1,0 days 00:00:00.000025000
306416,6,1,2242,8,0 days 00:00:00.000055000
306416,7,1,2242,8,0 days 00:00:00.000031000
306416,12,1,2242,8,0 days 00:00:00.000036000
151280,6,4,2242,8,0 days 00:00:00.000054000
151280,7,4,2242,8,0 days 00:00:00.000032000
151280,12,4,2242,8,0 days 00:00:00.000037000
111024,6,16,2242,8,0 days 00:00:00.000103000
111024,7,16,2242,8,0 days 00:00:00.000032000
111024,12,16,2242,8,0 days 00:00:00.000037000
100816,6,64,2242,8,0 days 00:00:00.000193000
100816,7,64,2242,8,0 days 00:00:00.000033000
100816,12,64,2242,8,0 days 00:00:00.000036000
98272,6,256,2242,8,0 days 00:00:00.000573000
98272,7,256,2242,8,0 days 00:00:00.000034000
98272,12,256,2242,8,0 days 00:00:00.000036000
238152,6,1,2242,32,0 days 00:00:00.000061000
238152,7,1,2242,32,0 days 00:00:00.000035000
238152,12,1,2242,32,0 days 00:00:00.000040000
83016,6,4,2242,32,0 days 00:00:00.000060000
83016,7,4,2242,32,0 days 00:00:00.000035000
83016,12,4,2242,32,0 days 00:00:00.000040000
42760,6,16,2242,32,0 days 00:00:00.000137000
42760,7,16,2242,32,0 days 00:00:00.000036000
42760,12,16,2242,32,0 days 00:00:00.000041000
32552,6,64,2242,32,0 days 00:00:00.000216000
32552,7,64,2242,32,0 days 00:00:00.000035000
32552,12,64,2242,32,0 days 00:00:00.000041000
30008,6,256,2242,32,0 days 00:00:00.000625000
30008,7,256,2242,32,0 days 00:00:00.000036000
30008,12,256,2242,32,0 days 00:00:00.000040000
218912,6,1,2242,128,0 days 00:00:00.000081000
218912,7,1,2242,128,0 days 00:00:00.000043000
218912,12,1,2242,128,0 days 00:00:00.000051000
63776,6,4,2242,128,0 days 00:00:00.000076000
63776,7,4,2242,128,0 days 00:00:00.000043000
63776,12,4,2242,128,0 days 00:00:00.000051000
23520,6,16,2242,128,0 days 00:00:00.000152000
23520,7,16,2242,128,0 days 00:00:00.000043000
23520,12,16,2242,128,0 days 00:00:00.000050000
13312,6,64,2242,128,0 days 00:00:00.000295000
13312,7,64,2242,128,0 days 00:00:00.000044000
13312,12,64,2242,128,0 days 00:00:00.000051000
10768,6,256,2242,128,0 days 00:00:00.000898000
10768,7,256,2242,128,0 days 00:00:00.000045000
10768,12,256,2242,128,0 days 00:00:00.000052000
214088,6,1,2242,512,0 days 00:00:00.000114000
214088,7,1,2242,512,0 days 00:00:00.000085000
214088,12,1,2242,512,0 days 00:00:00.000107000
58952,6,4,2242,512,0 days 00:00:00.000113000
58952,7,4,2242,512,0 days 00:00:00.000086000
58952,12,4,2242,512,0 days 00:00:00.000107000
18696,6,16,2242,512,0 days 00:00:00.000268000
18696,7,16,2242,512,0 days 00:00:00.000086000
18696,12,16,2242,512,0 days 00:00:00.000106000
8488,6,64,2242,512,0 days 00:00:00.000635000
8488,7,64,2242,512,0 days 00:00:00.000089000
8488,12,64,2242,512,0 days 00:00:00.000108000
5944,6,256,2242,512,0 days 00:00:00.001753000
5944,7,256,2242,512,0 days 00:00:00.000086000
5944,12,256,2242,512,0 days 00:00:00.000107000
460704,6,1,1318,1,0 days 00:00:00.000049000
460704,7,1,1318,1,0 days 00:00:00.000030000
460704,12,1,1318,1,0 days 00:00:00.000025000
377376,6,4,1318,1,0 days 00:00:00.000044000
377376,7,4,1318,1,0 days 00:00:00.000030000
377376,12,4,1318,1,0 days 00:00:00.000025000
355168,6,16,1318,1,0 days 00:00:00.000042000
355168,7,16,1318,1,0 days 00:00:00.000033000
355168,12,16,1318,1,0 days 00:00:00.000025000
349600,6,64,1318,1,0 days 00:00:00.000101000
349600,7,64,1318,1,0 days 00:00:00.000031000
349600,12,64,1318,1,0 days 00:00:00.000025000
348360,6,256,1318,1,0 days 00:00:00.000318000
348360,7,256,1318,1,0 days 00:00:00.000031000
348360,12,256,1318,1,0 days 00:00:00.000025000
167576,6,1,1318,8,0 days 00:00:00.000055000
167576,7,1,1318,8,0 days 00:00:00.000044000
167576,12,1,1318,8,0 days 00:00:00.000037000
84248,6,4,1318,8,0 days 00:00:00.000061000
84248,7,4,1318,8,0 days 00:00:00.000045000
84248,12,4,1318,8,0 days 00:00:00.000038000
62040,6,16,1318,8,0 days 00:00:00.000077000
62040,7,16,1318,8,0 days 00:00:00.000044000
62040,12,16,1318,8,0 days 00:00:00.000037000
56472,6,64,1318,8,0 days 00:00:00.000144000
56472,7,64,1318,8,0 days 00:00:00.000045000
56472,12,64,1318,8,0 days 00:00:00.000037000
55232,6,256,1318,8,0 days 00:00:00.000483000
55232,7,256,1318,8,0 days 00:00:00.000045000
55232,12,256,1318,8,0 days 00:00:00.000037000
130384,6,1,1318,32,0 days 00:00:00.000058000
130384,7,1,1318,32,0 days 00:00:00.000048000
130384,12,1,1318,32,0 days 00:00:00.000039000
47056,6,4,1318,32,0 days 00:00:00.000064000
47056,7,4,1318,32,0 days 00:00:00.000049000
47056,12,4,1318,32,0 days 00:00:00.000039000
24848,6,16,1318,32,0 days 00:00:00.000065000
24848,7,16,1318,32,0 days 00:00:00.000049000
24848,12,16,1318,32,0 days 00:00:00.000039000
19280,6,64,1318,32,0 days 00:00:00.000174000
19280,7,64,1318,32,0 days 00:00:00.000050000
19280,12,64,1318,32,0 days 00:00:00.000039000
18040,6,256,1318,32,0 days 00:00:00.000580000
18040,7,256,1318,32,0 days 00:00:00.000050000
18040,12,256,1318,32,0 days 00:00:00.000038000
119408,6,1,1318,128,0 days 00:00:00.000070000
119408,7,1,1318,128,0 days 00:00:00.000061000
119408,12,1,1318,128,0 days 00:00:00.000053000
36080,6,4,1318,128,0 days 00:00:00.000077000
36080,7,4,1318,128,0 days 00:00:00.000061000
36080,12,4,1318,128,0 days 00:00:00.000053000
13872,6,16,1318,128,0 days 00:00:00.000074000
13872,7,16,1318,128,0 days 00:00:00.000061000
13872,12,16,1318,128,0 days 00:00:00.000053000
8304,6,64,1318,128,0 days 00:00:00.000211000
8304,7,64,1318,128,0 days 00:00:00.000061000
8304,12,64,1318,128,0 days 00:00:00.000053000
7064,6,256,1318,128,0 days 00:00:00.000799000
7064,7,256,1318,128,0 days 00:00:00.000063000
7064,12,256,1318,128,0 days 00:00:00.000053000
116400,6,1,1318,512,0 days 00:00:00.000141000
116400,7,1,1318,512,0 days 00:00:00.000095000
116400,12,1,1318,512,0 days 00:00:00.000080000
33072,6,4,1318,512,0 days 00:00:00.000170000
33072,7,4,1318,512,0 days 00:00:00.000094000
33072,12,4,1318,512,0 days 00:00:00.000079000
10864,6,16,1318,512,0 days 00:00:00.000170000
10864,7,16,1318,512,0 days 00:00:00.000095000
10864,12,16,1318,512,0 days 00:00:00.000080000
5296,6,64,1318,512,0 days 00:00:00.000481000
5296,7,64,1318,512,0 days 00:00:00.000094000
5296,12,64,1318,512,0 days 00:00:00.000080000
4056,6,256,1318,512,0 days 00:00:00.001725000
4056,7,256,1318,512,0 days 00:00:00.000095000
4056,12,256,1318,512,0 days 00:00:00.000080000
870040,6,1,2395,1,0 days 00:00:00.000046000
870040,7,1,2395,1,0 days 00:00:00.000027000
870040,12,1,2395,1,0 days 00:00:00.000025000
707480,6,4,2395,1,0 days 00:00:00.000036000
707480,7,4,2395,1,0 days 00:00:00.000026000
707480,12,4,2395,1,0 days 00:00:00.000025000
665432,6,16,2395,1,0 days 00:00:00.000037000
665432,7,16,2395,1,0 days 00:00:00.000027000
665432,12,16,2395,1,0 days 00:00:00.000025000
654776,6,64,2395,1,0 days 00:00:00.000042000
654776,7,64,2395,1,0 days 00:00:00.000027000
654776,12,64,2395,1,0 days 00:00:00.000025000
652168,6,256,2395,1,0 days 00:00:00.000049000
652168,7,256,2395,1,0 days 00:00:00.000029000
652168,12,256,2395,1,0 days 00:00:00.000026000
322392,6,1,2395,8,0 days 00:00:00.000054000
322392,7,1,2395,8,0 days 00:00:00.000039000
322392,12,1,2395,8,0 days 00:00:00.000036000
159832,6,4,2395,8,0 days 00:00:00.000069000
159832,7,4,2395,8,0 days 00:00:00.000040000
159832,12,4,2395,8,0 days 00:00:00.000037000
117784,6,16,2395,8,0 days 00:00:00.000072000
117784,7,16,2395,8,0 days 00:00:00.000040000
117784,12,16,2395,8,0 days 00:00:00.000037000
107128,6,64,2395,8,0 days 00:00:00.000071000
107128,7,64,2395,8,0 days 00:00:00.000041000
107128,12,64,2395,8,0 days 00:00:00.000036000
104520,6,256,2395,8,0 days 00:00:00.000063000
104520,7,256,2395,8,0 days 00:00:00.000039000
104520,12,256,2395,8,0 days 00:00:00.000036000
249824,6,1,2395,32,0 days 00:00:00.000079000
249824,7,1,2395,32,0 days 00:00:00.000045000
249824,12,1,2395,32,0 days 00:00:00.000042000
87264,6,4,2395,32,0 days 00:00:00.000074000
87264,7,4,2395,32,0 days 00:00:00.000045000
87264,12,4,2395,32,0 days 00:00:00.000042000
45216,6,16,2395,32,0 days 00:00:00.000067000
45216,7,16,2395,32,0 days 00:00:00.000045000
45216,12,16,2395,32,0 days 00:00:00.000059000
34560,6,64,2395,32,0 days 00:00:00.000074000
34560,7,64,2395,32,0 days 00:00:00.000044000
34560,12,64,2395,32,0 days 00:00:00.000042000
31952,6,256,2395,32,0 days 00:00:00.000069000
31952,7,256,2395,32,0 days 00:00:00.000045000
31952,12,256,2395,32,0 days 00:00:00.000043000
229256,6,1,2395,128,0 days 00:00:00.000076000
229256,7,1,2395,128,0 days 00:00:00.000056000
229256,12,1,2395,128,0 days 00:00:00.000057000
66696,6,4,2395,128,0 days 00:00:00.000082000
66696,7,4,2395,128,0 days 00:00:00.000056000
66696,12,4,2395,128,0 days 00:00:00.000056000
24648,6,16,2395,128,0 days 00:00:00.000082000
24648,7,16,2395,128,0 days 00:00:00.000056000
24648,12,16,2395,128,0 days 00:00:00.000058000
13992,6,64,2395,128,0 days 00:00:00.000074000
13992,7,64,2395,128,0 days 00:00:00.000056000
13992,12,64,2395,128,0 days 00:00:00.000057000
11384,6,256,2395,128,0 days 00:00:00.000084000
11384,7,256,2395,128,0 days 00:00:00.000056000
11384,12,256,2395,128,0 days 00:00:00.000057000
224032,6,1,2395,512,0 days 00:00:00.000145000
224032,7,1,2395,512,0 days 00:00:00.000063000
224032,12,1,2395,512,0 days 00:00:00.000061000
61472,6,4,2395,512,0 days 00:00:00.000142000
61472,7,4,2395,512,0 days 00:00:00.000062000
61472,12,4,2395,512,0 days 00:00:00.000060000
19424,6,16,2395,512,0 days 00:00:00.000145000
19424,7,16,2395,512,0 days 00:00:00.000063000
19424,12,16,2395,512,0 days 00:00:00.000061000
