mem,p_len,sa_factor,t_len,tally_factor,time
44664,8,16,943,8,0 days 00:00:00.000037000
44664,13,16,943,8,0 days 00:00:00.000041000
40248,7,64,943,8,0 days 00:00:00.000044000
40248,8,64,943,8,0 days 00:00:00.000037000
40248,13,64,943,8,0 days 00:00:00.000041000
39136,7,256,943,8,0 days 00:00:00.000046000
39136,8,256,943,8,0 days 00:00:00.000037000
39136,13,256,943,8,0 days 00:00:00.000041000
101568,7,1,943,32,0 days 00:00:00.000048000
101568,8,1,943,32,0 days 00:00:00.000041000
101568,13,1,943,32,0 days 00:00:00.000045000
36288,7,4,943,32,0 days 00:00:00.000047000
36288,8,4,943,32,0 days 00:00:00.000040000
36288,13,4,943,32,0 days 00:00:00.000045000
18496,7,16,943,32,0 days 00:00:00.000062000
18496,8,16,943,32,0 days 00:00:00.000040000
18496,13,16,943,32,0 days 00:00:00.000045000
14080,7,64,943,32,0 days 00:00:00.000047000
14080,8,64,943,32,0 days 00:00:00.000040000
14080,13,64,943,32,0 days 00:00:00.000045000
12968,7,256,943,32,0 days 00:00:00.000045000
12968,8,256,943,32,0 days 00:00:00.000040000
12968,13,256,943,32,0 days 00:00:00.000050000
93832,7,1,943,128,0 days 00:00:00.000057000
93832,8,1,943,128,0 days 00:00:00.000052000
93832,13,1,943,128,0 days 00:00:00.000058000
28552,7,4,943,128,0 days 00:00:00.000056000
28552,8,4,943,128,0 days 00:00:00.000051000
28552,13,4,943,128,0 days 00:00:00.000058000
10760,7,16,943,128,0 days 00:00:00.000055000
10760,8,16,943,128,0 days 00:00:00.000051000
10760,13,16,943,128,0 days 00:00:00.000058000
6344,7,64,943,128,0 days 00:00:00.000055000
6344,8,64,943,128,0 days 00:00:00.000051000
6344,13,64,943,128,0 days 00:00:00.000058000
5232,7,256,943,128,0 days 00:00:00.000054000
5232,8,256,943,128,0 days 00:00:00.000051000
5232,13,256,943,128,0 days 00:00:00.000058000
91656,7,1,943,512,0 days 00:00:00.000130000
91656,8,1,943,512,0 days 00:00:00.000110000
91656,13,1,943,512,0 days 00:00:00.000134000
26376,7,4,943,512,0 days 00:00:00.000130000
26376,8,4,943,512,0 days 00:00:00.000109000
26376,13,4,943,512,0 days 00:00:00.000134000
8584,7,16,943,512,0 days 00:00:00.000130000
8584,8,16,943,512,0 days 00:00:00.000109000
8584,13,16,943,512,0 days 00:00:00.000134000
4168,7,64,943,512,0 days 00:00:00.000129000
4168,8,64,943,512,0 days 00:00:00.000109000
4168,13,64,943,512,0 days 00:00:00.000134000
3056,7,256,943,512,0 days 00:00:00.000129000
3056,8,256,943,512,0 days 00:00:00.000110000
3056,13,256,943,512,0 days 00:00:00.000134000
334536,7,1,943,1,0 days 00:00:00.000033000
334536,8,1,943,1,0 days 00:00:00.000026000
334536,13,1,943,1,0 days 00:00:00.000028000
269256,7,4,943,1,0 days 00:00:00.000033000
269256,8,4,943,1,0 days 00:00:00.000025000
269256,13,4,943,1,0 days 00:00:00.000028000
251464,7,16,943,1,0 days 00:00:00.000032000
251464,8,16,943,1,0 days 00:00:00.000026000
251464,13,16,943,1,0 days 00:00:00.000027000
247048,7,64,943,1,0 days 00:00:00.000032000
247048,8,64,943,1,0 days 00:00:00.000026000
247048,13,64,943,1,0 days 00:00:00.000028000
245936,7,256,943,1,0 days 00:00:00.000032000
245936,8,256,943,1,0 days 00:00:00.000026000
245936,13,256,943,1,0 days 00:00:00.000028000
127736,7,1,943,8,0 days 00:00:00.000046000
127736,8,1,943,8,0 days 00:00:00.000038000
127736,13,1,943,8,0 days 00:00:00.000040000
62456,7,4,943,8,0 days 00:00:00.000045000
62456,8,4,943,8,0 days 00:00:00.000037000
62456,13,4,943,8,0 days 00:00:00.000041000
44664,7,16,943,8,0 days 00:00:00.000044000
44664,8,16,943,8,0 days 00:00:00.000037000
44664,13,16,943,8,0 days 00:00:00.000041000
40248,7,64,943,8,0 days 00:00:00.000043000
40248,8,64,943,8,0 days 00:00:00.000037000
40248,13,64,943,8,0 days 00:00:00.000041000
39136,7,256,943,8,0 days 00:00:00.000044000
39136,8,256,943,8,0 days 00:00:00.000038000
39136,13,256,943,8,0 days 00:00:00.000042000
101568,7,1,943,32,0 days 00:00:00.000046000
101568,8,1,943,32,0 days 00:00:00.000039000
101568,13,1,943,32,0 days 00:00:00.000045000
36288,7,4,943,32,0 days 00:00:00.000045000
36288,8,4,943,32,0 days 00:00:00.000041000
36288,13,4,943,32,0 days 00:00:00.000045000
18496,7,16,943,32,0 days 00:00:00.000045000
18496,8,16,943,32,0 days 00:00:00.000040000
18496,13,16,943,32,0 days 00:00:00.000046000
14080,7,64,943,32,0 days 00:00:00.000051000
14080,8,64,943,32,0 days 00:00:00.000040000
14080,13,64,943,32,0 days 00:00:00.000045000
12968,7,256,943,32,0 days 00:00:00.000055000
12968,8,256,943,32,0 days 00:00:00.000041000
12968,13,256,943,32,0 days 00:00:00.000046000
93832,7,1,943,128,0 days 00:00:00.000066000
93832,8,1,943,128,0 days 00:00:00.000051000
93832,13,1,943,128,0 days 00:00:00.000058000
28552,7,4,943,128,0 days 00:00:00.000057000
28552,8,4,943,128,0 days 00:00:00.000051000
28552,13,4,943,128,0 days 00:00:00.000058000
10760,7,16,943,128,0 days 00:00:00.000059000
10760,8,16,943,128,0 days 00:00:00.000051000
10760,13,16,943,128,0 days 00:00:00.000057000
6344,7,64,943,128,0 days 00:00:00.000070000
6344,8,64,943,128,0 days 00:00:00.000051000
6344,13,64,943,128,0 days 00:00:00.000058000
5232,7,256,943,128,0 days 00:00:00.000070000
5232,8,256,943,128,0 days 00:00:00.000052000
5232,13,256,943,128,0 days 00:00:00.000057000
91656,7,1,943,512,0 days 00:00:00.000150000
91656,8,1,943,512,0 days 00:00:00.000111000
91656,13,1,943,512,0 days 00:00:00.000135000
26376,7,4,943,512,0 days 00:00:00.000150000
26376,8,4,943,512,0 days 00:00:00.000110000
26376,13,4,943,512,0 days 00:00:00.000134000
8584,7,16,943,512,0 days 00:00:00.000151000
8584,8,16,943,512,0 days 00:00:00.000110000
8584,13,16,943,512,0 days 00:00:00.000135000
4168,7,64,943,512,0 days 00:00:00.000150000
4168,8,64,943,512,0 days 00:00:00.000109000
4168,13,64,943,512,0 days 00:00:00.000134000
3056,7,256,943,512,0 days 00:00:00.000150000
3056,8,256,943,512,0 days 00:00:00.000114000
3056,13,256,943,512,0 days 00:00:00.000160000
319128,7,1,895,1,0 days 00:00:00.000052000
319128,8,1,895,1,0 days 00:00:00.000021000
319128,13,1,895,1,0 days 00:00:00.000026000
256216,7,4,895,1,0 days 00:00:00.000053000
256216,8,4,895,1,0 days 00:00:00.000021000
256216,13,4,895,1,0 days 00:00:00.000026000
238936,7,16,895,1,0 days 00:00:00.000035000
238936,8,16,895,1,0 days 00:00:00.000020000
238936,13,16,895,1,0 days 00:00:00.000025000
234648,7,64,895,1,0 days 00:00:00.000033000
234648,8,64,895,1,0 days 00:00:00.000019000
234648,13,64,895,1,0 days 00:00:00.000025000
233600,7,256,895,1,0 days 00:00:00.000041000
233600,8,256,895,1,0 days 00:00:00.000020000
233600,13,256,895,1,0 days 00:00:00.000025000
122600,7,1,895,8,0 days 00:00:00.000043000
122600,8,1,895,8,0 days 00:00:00.000026000
122600,13,1,895,8,0 days 00:00:00.000053000
59688,7,4,895,8,0 days 00:00:00.000055000
59688,8,4,895,8,0 days 00:00:00.000027000
59688,13,4,895,8,0 days 00:00:00.000041000
42408,7,16,895,8,0 days 00:00:00.000044000
42408,8,16,895,8,0 days 00:00:00.000026000
42408,13,16,895,8,0 days 00:00:00.000036000
38120,7,64,895,8,0 days 00:00:00.000052000
38120,8,64,895,8,0 days 00:00:00.000026000
38120,13,64,895,8,0 days 00:00:00.000036000
37072,7,256,895,8,0 days 00:00:00.000041000
37072,8,256,895,8,0 days 00:00:00.000026000
37072,13,256,895,8,0 days 00:00:00.000036000
97872,7,1,895,32,0 days 00:00:00.000047000
97872,8,1,895,32,0 days 00:00:00.000028000
97872,13,1,895,32,0 days 00:00:00.000040000
34960,7,4,895,32,0 days 00:00:00.000044000
34960,8,4,895,32,0 days 00:00:00.000028000
34960,13,4,895,32,0 days 00:00:00.000041000
17680,7,16,895,32,0 days 00:00:00.000044000
17680,8,16,895,32,0 days 00:00:00.000028000
17680,13,16,895,32,0 days 00:00:00.000040000
13392,7,64,895,32,0 days 00:00:00.000043000
13392,8,64,895,32,0 days 00:00:00.000028000
13392,13,64,895,32,0 days 00:00:00.000040000
12344,7,256,895,32,0 days 00:00:00.000043000
12344,8,256,895,32,0 days 00:00:00.000027000
12344,13,256,895,32,0 days 00:00:00.000039000
90408,7,1,895,128,0 days 00:00:00.000057000
90408,8,1,895,128,0 days 00:00:00.000034000
90408,13,1,895,128,0 days 00:00:00.000050000
27496,7,4,895,128,0 days 00:00:00.000070000
27496,8,4,895,128,0 days 00:00:00.000035000
27496,13,4,895,128,0 days 00:00:00.000067000
10216,7,16,895,128,0 days 00:00:00.000060000
10216,8,16,895,128,0 days 00:00:00.000035000
10216,13,16,895,128,0 days 00:00:00.000050000
5928,7,64,895,128,0 days 00:00:00.000056000
5928,8,64,895,128,0 days 00:00:00.000035000
5928,13,64,895,128,0 days 00:00:00.000050000
4880,7,256,895,128,0 days 00:00:00.000055000
4880,8,256,895,128,0 days 00:00:00.000035000
4880,13,256,895,128,0 days 00:00:00.000049000
88536,7,1,895,512,0 days 00:00:00.000131000
88536,8,1,895,512,0 days 00:00:00.000087000
88536,13,1,895,512,0 days 00:00:00.000120000
25624,7,4,895,512,0 days 00:00:00.000131000
25624,8,4,895,512,0 days 00:00:00.000065000
25624,13,4,895,512,0 days 00:00:00.000117000
8344,7,16,895,512,0 days 00:00:00.000130000
8344,8,16,895,512,0 days 00:00:00.000065000
8344,13,16,895,512,0 days 00:00:00.000118000
4056,7,64,895,512,0 days 00:00:00.000136000
4056,8,64,895,512,0 days 00:00:00.000065000
4056,13,64,895,512,0 days 00:00:00.000118000
3008,7,256,895,512,0 days 00:00:00.000132000
3008,8,256,895,512,0 days 00:00:00.000065000
3008,13,256,895,512,0 days 00:00:00.000118000
1271648,7,1,3341,1,0 days 00:00:00.000047000
1271648,8,1,3341,1,0 days 00:00:00.000024000
1271648,13,1,3341,1,0 days 00:00:00.000028000
1008448,7,4,3341,1,0 days 00:00:00.000055000
1008448,8,4,3341,1,0 days 00:00:00.000025000
1008448,13,4,3341,1,0 days 00:00:00.000029000
941152,7,16,3341,1,0 days 00:00:00.000042000
941152,8,16,3341,1,0 days 00:00:00.000023000
941152,13,16,3341,1,0 days 00:00:00.000028000
924160,7,64,3341,1,0 days 00:00:00.000040000
924160,8,64,3341,1,0 days 00:00:00.000023000
924160,13,64,3341,1,0 days 00:00:00.000028000
920032,7,256,3341,1,0 days 00:00:00.000041000
920032,8,256,3341,1,0 days 00:00:00.000023000
920032,13,256,3341,1,0 days 00:00:00.000027000
500344,7,1,3341,8,0 days 00:00:00.000077000
500344,8,1,3341,8,0 days 00:00:00.000034000
500344,13,1,3341,8,0 days 00:00:00.000043000
237144,7,4,3341,8,0 days 00:00:00.000072000
237144,8,4,3341,8,0 days 00:00:00.000034000
237144,13,4,3341,8,0 days 00:00:00.000042000
169848,7,16,3341,8,0 days 00:00:00.000062000
169848,8,16,3341,8,0 days 00:00:00.000033000
169848,13,16,3341,8,0 days 00:00:00.000041000
152856,7,64,3341,8,0 days 00:00:00.000070000
152856,8,64,3341,8,0 days 00:00:00.000032000
152856,13,64,3341,8,0 days 00:00:00.000042000
148728,7,256,3341,8,0 days 00:00:00.000077000
148728,8,256,3341,8,0 days 00:00:00.000034000
148728,13,256,3341,8,0 days 00:00:00.000042000
396072,7,1,3341,32,0 days 00:00:00.000065000
396072,8,1,3341,32,0 days 00:00:00.000034000
396072,13,1,3341,32,0 days 00:00:00.000044000
132872,7,4,3341,32,0 days 00:00:00.000062000
132872,8,4,3341,32,0 days 00:00:00.000034000
132872,13,4,3341,32,0 days 00:00:00.000044000
65576,7,16,3341,32,0 days 00:00:00.000063000
65576,8,16,3341,32,0 days 00:00:00.000034000
65576,13,16,3341,32,0 days 00:00:00.000045000
48584,7,64,3341,32,0 days 00:00:00.000079000
48584,8,64,3341,32,0 days 00:00:00.000035000
48584,13,64,3341,32,0 days 00:00:00.000043000
44456,7,256,3341,32,0 days 00:00:00.000074000
44456,8,256,3341,32,0 days 00:00:00.000036000
44456,13,256,3341,32,0 days 00:00:00.000044000
367568,7,1,3341,128,0 days 00:00:00.000096000
367568,8,1,3341,128,0 days 00:00:00.000042000
367568,13,1,3341,128,0 days 00:00:00.000062000
104368,7,4,3341,128,0 days 00:00:00.000081000
104368,8,4,3341,128,0 days 00:00:00.000041000
104368,13,4,3341,128,0 days 00:00:00.000062000
37072,7,16,3341,128,0 days 00:00:00.000080000
37072,8,16,3341,128,0 days 00:00:00.000041000
37072,13,16,3341,128,0 days 00:00:00.000062000
20080,7,64,3341,128,0 days 00:00:00.000080000
20080,8,64,3341,128,0 days 00:00:00.000041000
20080,13,64,3341,128,0 days 00:00:00.000062000
15952,7,256,3341,128,0 days 00:00:00.000079000
15952,8,256,3341,128,0 days 00:00:00.000041000
15952,13,256,3341,128,0 days 00:00:00.000062000
359992,7,1,3341,512,0 days 00:00:00.000161000
359992,8,1,3341,512,0 days 00:00:00.000082000
359992,13,1,3341,512,0 days 00:00:00.000106000
96792,7,4,3341,512,0 days 00:00:00.000163000
96792,8,4,3341,512,0 days 00:00:00.000084000
96792,13,4,3341,512,0 days 00:00:00.000106000
29496,7,16,3341,512,0 days 00:00:00.000169000
29496,8,16,3341,512,0 days 00:00:00.000081000
29496,13,16,3341,512,0 days 00:00:00.000106000
12504,7,64,3341,512,0 days 00:00:00.000155000
12504,8,64,3341,512,0 days 00:00:00.000082000
12504,13,64,3341,512,0 days 00:00:00.000107000
8376,7,256,3341,512,0 days 00:00:00.000148000
8376,8,256,3341,512,0 days 00:00:00.000082000
8376,13,256,3341,512,0 days 00:00:00.000106000
545560,7,1,1456,1,0 days 00:00:00.000049000
545560,8,1,1456,1,0 days 00:00:00.000024000
545560,13,1,1456,1,0 days 00:00:00.000028000
428024,7,4,1456,1,0 days 00:00:00.000036000
428024,8,4,1456,1,0 days 00:00:00.000023000
428024,13,4,1456,1,0 days 00:00:00.000028000
397272,7,16,1456,1,0 days 00:00:00.000036000
397272,8,16,1456,1,0 days 00:00:00.000023000
397272,13,16,1456,1,0 days 00:00:00.000028000
389432,7,64,1456,1,0 days 00:00:00.000041000
389432,8,64,1456,1,0 days 00:00:00.000023000
389432,13,64,1456,1,0 days 00:00:00.000027000
387528,7,256,1456,1,0 days 00:00:00.000036000
387528,8,256,1456,1,0 days 00:00:00.000023000
387528,13,256,1456,1,0 days 00:00:00.000027000
219696,7,1,1456,8,0 days 00:00:00.000051000
219696,8,1,1456,8,0 days 00:00:00.000032000
219696,13,1,1456,8,0 days 00:00:00.000042000
102160,7,4,1456,8,0 days 00:00:00.000049000
102160,8,4,1456,8,0 days 00:00:00.000032000
102160,13,4,1456,8,0 days 00:00:00.000040000
71408,7,16,1456,8,0 days 00:00:00.000049000
71408,8,16,1456,8,0 days 00:00:00.000049000
71408,13,16,1456,8,0 days 00:00:00.000042000
63568,7,64,1456,8,0 days 00:00:00.000049000
63568,8,64,1456,8,0 days 00:00:00.000031000
63568,13,64,1456,8,0 days 00:00:00.000041000
61664,7,256,1456,8,0 days 00:00:00.000049000
61664,8,256,1456,8,0 days 00:00:00.000032000
61664,13,256,1456,8,0 days 00:00:00.000041000
177592,7,1,1456,32,0 days 00:00:00.000051000
177592,8,1,1456,32,0 days 00:00:00.000034000
177592,13,1,1456,32,0 days 00:00:00.000045000
60056,7,4,1456,32,0 days 00:00:00.000051000
60056,8,4,1456,32,0 days 00:00:00.000034000
60056,13,4,1456,32,0 days 00:00:00.000045000
29304,7,16,1456,32,0 days 00:00:00.000050000
29304,8,16,1456,32,0 days 00:00:00.000034000
29304,13,16,1456,32,0 days 00:00:00.000045000
21464,7,64,1456,32,0 days 00:00:00.000050000
21464,8,64,1456,32,0 days 00:00:00.000033000
21464,13,64,1456,32,0 days 00:00:00.000046000
19560,7,256,1456,32,0 days 00:00:00.000049000
19560,8,256,1456,32,0 days 00:00:00.000033000
19560,13,256,1456,32,0 days 00:00:00.000045000
165576,7,1,1456,128,0 days 00:00:00.000080000
165576,8,1,1456,128,0 days 00:00:00.000043000
165576,13,1,1456,128,0 days 00:00:00.000051000
48040,7,4,1456,128,0 days 00:00:00.000076000
48040,8,4,1456,128,0 days 00:00:00.000044000
48040,13,4,1456,128,0 days 00:00:00.000052000
17288,7,16,1456,128,0 days 00:00:00.000075000
17288,8,16,1456,128,0 days 00:00:00.000043000
17288,13,16,1456,128,0 days 00:00:00.000052000
9448,7,64,1456,128,0 days 00:00:00.000076000
9448,8,64,1456,128,0 days 00:00:00.000043000
9448,13,64,1456,128,0 days 00:00:00.000052000
7544,7,256,1456,128,0 days 00:00:00.000075000
7544,8,256,1456,128,0 days 00:00:00.000043000
7544,13,256,1456,128,0 days 00:00:00.000052000
162200,7,1,1456,512,0 days 00:00:00.000134000
162200,8,1,1456,512,0 days 00:00:00.000072000
162200,13,1,1456,512,0 days 00:00:00.000108000
44664,7,4,1456,512,0 days 00:00:00.000147000
44664,8,4,1456,512,0 days 00:00:00.000072000
44664,13,4,1456,512,0 days 00:00:00.000108000
13912,7,16,1456,512,0 days 00:00:00.000133000
13912,8,16,1456,512,0 days 00:00:00.000072000
13912,13,16,1456,512,0 days 00:00:00.000108000
6072,7,64,1456,512,0 days 00:00:00.000133000
6072,8,64,1456,512,0 days 00:00:00.000072000
6072,13,64,1456,512,0 days 00:00:00.000108000
4168,7,256,1456,512,0 days 00:00:00.000140000
4168,8,256,1456,512,0 days 00:00:00.000072000
4168,13,256,1456,512,0 days 00:00:00.000108000
392960,7,1,1120,1,0 days 00:00:00.000038000
392960,8,1,1120,1,0 days 00:00:00.000023000
392960,13,1,1120,1,0 days 00:00:00.000028000
319200,7,4,1120,1,0 days 00:00:00.000036000
319200,8,4,1120,1,0 days 00:00:00.000023000
319200,13,4,1120,1,0 days 00:00:00.000028000
299232,7,16,1120,1,0 days 00:00:00.000042000
299232,8,16,1120,1,0 days 00:00:00.000024000
299232,13,16,1120,1,0 days 00:00:00.000028000
294336,7,64,1120,1,0 days 00:00:00.000047000
294336,8,64,1120,1,0 days 00:00:00.000025000
294336,13,64,1120,1,0 days 00:00:00.000029000
293096,7,256,1120,1,0 days 00:00:00.000046000
293096,8,256,1120,1,0 days 00:00:00.000024000
293096,13,256,1120,1,0 days 00:00:00.000028000
146560,7,1,1120,8,0 days 00:00:00.000049000
146560,8,1,1120,8,0 days 00:00:00.000031000
146560,13,1,1120,8,0 days 00:00:00.000041000
72800,7,4,1120,8,0 days 00:00:00.000046000
72800,8,4,1120,8,0 days 00:00:00.000031000
72800,13,4,1120,8,0 days 00:00:00.000040000
52832,7,16,1120,8,0 days 00:00:00.000046000
52832,8,16,1120,8,0 days 00:00:00.000030000
52832,13,16,1120,8,0 days 00:00:00.000040000
47936,7,64,1120,8,0 days 00:00:00.000046000
47936,8,64,1120,8,0 days 00:00:00.000031000
47936,13,64,1120,8,0 days 00:00:00.000040000
46696,7,256,1120,8,0 days 00:00:00.000046000
46696,8,256,1120,8,0 days 00:00:00.000030000
46696,13,256,1120,8,0 days 00:00:00.000040000
115080,7,1,1120,32,0 days 00:00:00.000055000
115080,8,1,1120,32,0 days 00:00:00.000034000
115080,13,1,1120,32,0 days 00:00:00.000046000
41320,7,4,1120,32,0 days 00:00:00.000053000
41320,8,4,1120,32,0 days 00:00:00.000034000
41320,13,4,1120,32,0 days 00:00:00.000046000
21352,7,16,1120,32,0 days 00:00:00.000054000
21352,8,16,1120,32,0 days 00:00:00.000034000
21352,13,16,1120,32,0 days 00:00:00.000046000
16456,7,64,1120,32,0 days 00:00:00.000054000
16456,8,64,1120,32,0 days 00:00:00.000034000
16456,13,64,1120,32,0 days 00:00:00.000046000
15216,7,256,1120,32,0 days 00:00:00.000053000
15216,8,256,1120,32,0 days 00:00:00.000034000
15216,13,256,1120,32,0 days 00:00:00.000046000
105808,7,1,1120,128,0 days 00:00:00.000058000
105808,8,1,1120,128,0 days 00:00:00.000045000
105808,13,1,1120,128,0 days 00:00:00.000058000
32048,7,4,1120,128,0 days 00:00:00.000058000
32048,8,4,1120,128,0 days 00:00:00.000046000
32048,13,4,1120,128,0 days 00:00:00.000059000
12080,7,16,1120,128,0 days 00:00:00.000056000
12080,8,16,1120,128,0 days 00:00:00.000045000
12080,13,16,1120,128,0 days 00:00:00.000058000
7184,7,64,1120,128,0 days 00:00:00.000057000
7184,8,64,1120,128,0 days 00:00:00.000045000
7184,13,64,1120,128,0 days 00:00:00.000058000
5944,7,256,1120,128,0 days 00:00:00.000060000
5944,8,256,1120,128,0 days 00:00:00.000045000
5944,13,256,1120,128,0 days 00:00:00.000058000
103536,7,1,1120,512,0 days 00:00:00.000120000
103536,8,1,1120,512,0 days 00:00:00.000081000
103536,13,1,1120,512,0 days 00:00:00.000105000
29776,7,4,1120,512,0 days 00:00:00.000119000
29776,8,4,1120,512,0 days 00:00:00.000080000
29776,13,4,1120,512,0 days 00:00:00.000108000
9808,7,16,1120,512,0 days 00:00:00.000118000
9808,8,16,1120,512,0 days 00:00:00.000080000
9808,13,16,1120,512,0 days 00:00:00.000105000
4912,7,64,1120,512,0 days 00:00:00.000119000
4912,8,64,1120,512,0 days 00:00:00.000081000
4912,13,64,1120,512,0 days 00:00:00.000105000
3672,7,256,1120,512,0 days 00:00:00.000118000
3672,8,256,1120,512,0 days 00:00:00.000080000
3672,13,256,1120,512,0 days 00:00:00.000105000
222376,7,1,655,1,0 days 00:00:00.000033000
222376,8,1,655,1,0 days 00:00:00.000026000
222376,13,1,655,1,0 days 00:00:00.000028000
184936,7,4,655,1,0 days 00:00:00.000032000
184936,8,4,655,1,0 days 00:00:00.000026000
184936,13,4,655,1,0 days 00:00:00.000028000
173928,7,16,655,1,0 days 00:00:00.000044000
173928,8,16,655,1,0 days 00:00:00.000027000
173928,13,16,655,1,0 days 00:00:00.000029000
171504,7,64,655,1,0 days 00:00:00.000032000
171504,8,64,655,1,0 days 00:00:00.000026000
171504,13,64,655,1,0 days 00:00:00.000028000
170584,7,256,655,1,0 days 00:00:00.000031000
170584,8,256,655,1,0 days 00:00:00.000025000
170584,13,256,655,1,0 days 00:00:00.000028000
79168,7,1,655,8,0 days 00:00:00.000045000
79168,8,1,655,8,0 days 00:00:00.000037000
79168,13,1,655,8,0 days 00:00:00.000040000
41728,7,4,655,8,0 days 00:00:00.000045000
41728,8,4,655,8,0 days 00:00:00.000037000
41728,13,4,655,8,0 days 00:00:00.000040000
30720,7,16,655,8,0 days 00:00:00.000043000
30720,8,16,655,8,0 days 00:00:00.000037000
30720,13,16,655,8,0 days 00:00:00.000040000
28296,7,64,655,8,0 days 00:00:00.000042000
28296,8,64,655,8,0 days 00:00:00.000036000
28296,13,64,655,8,0 days 00:00:00.000040000
27376,7,256,655,8,0 days 00:00:00.000046000
27376,8,256,655,8,0 days 00:00:00.000038000
27376,13,256,655,8,0 days 00:00:00.000040000
61080,7,1,655,32,0 days 00:00:00.000049000
61080,8,1,655,32,0 days 00:00:00.000041000
61080,13,1,655,32,0 days 00:00:00.000045000
23640,7,4,655,32,0 days 00:00:00.000058000
23640,8,4,655,32,0 days 00:00:00.000041000
23640,13,4,655,32,0 days 00:00:00.000046000
12632,7,16,655,32,0 days 00:00:00.000052000
12632,8,16,655,32,0 days 00:00:00.000040000
12632,13,16,655,32,0 days 00:00:00.000045000
10208,7,64,655,32,0 days 00:00:00.000049000
10208,8,64,655,32,0 days 00:00:00.000040000
10208,13,64,655,32,0 days 00:00:00.000046000
9288,7,256,655,32,0 days 00:00:00.000046000
9288,8,256,655,32,0 days 00:00:00.000046000
9288,13,256,655,32,0 days 00:00:00.000045000
55936,7,1,655,128,0 days 00:00:00.000059000
55936,8,1,655,128,0 days 00:00:00.000051000
55936,13,1,655,128,0 days 00:00:00.000059000
18496,7,4,655,128,0 days 00:00:00.000058000
18496,8,4,655,128,0 days 00:00:00.000051000
18496,13,4,655,128,0 days 00:00:00.000058000
7488,7,16,655,128,0 days 00:00:00.000057000
7488,8,16,655,128,0 days 00:00:00.000051000
7488,13,16,655,128,0 days 00:00:00.000057000
5064,7,64,655,128,0 days 00:00:00.000058000
5064,8,64,655,128,0 days 00:00:00.000051000
5064,13,64,655,128,0 days 00:00:00.000059000
4144,7,256,655,128,0 days 00:00:00.000057000
4144,8,256,655,128,0 days 00:00:00.000050000
4144,13,256,655,128,0 days 00:00:00.000058000
54496,7,1,655,512,0 days 00:00:00.000102000
54496,8,1,655,512,0 days 00:00:00.000099000
54496,13,1,655,512,0 days 00:00:00.000121000
17056,7,4,655,512,0 days 00:00:00.000102000
17056,8,4,655,512,0 days 00:00:00.000099000
17056,13,4,655,512,0 days 00:00:00.000120000
6048,7,16,655,512,0 days 00:00:00.000099000
6048,8,16,655,512,0 days 00:00:00.000099000
6048,13,16,655,512,0 days 00:00:00.000121000
3624,7,64,655,512,0 days 00:00:00.000103000
3624,8,64,655,512,0 days 00:00:00.000099000
3624,13,64,655,512,0 days 00:00:00.000122000
2704,7,256,655,512,0 days 00:00:00.000101000
2704,8,256,655,512,0 days 00:00:00.000099000
2704,13,256,655,512,0 days 00:00:00.000121000
182472,7,1,529,1,0 days 00:00:00.000037000
182472,8,1,529,1,0 days 00:00:00.000027000
182472,13,1,529,1,0 days 00:00:00.000028000
150920,7,4,529,1,0 days 00:00:00.000032000
150920,8,4,529,1,0 days 00:00:00.000026000
150920,13,4,529,1,0 days 00:00:00.000028000
141608,7,16,529,1,0 days 00:00:00.000031000
141608,8,16,529,1,0 days 00:00:00.000025000
141608,13,16,529,1,0 days 00:00:00.000027000
139256,7,64,529,1,0 days 00:00:00.000030000
139256,8,64,529,1,0 days 00:00:00.000026000
139256,13,64,529,1,0 days 00:00:00.000028000
138744,7,256,529,1,0 days 00:00:00.000030000
138744,8,256,529,1,0 days 00:00:00.000026000
138744,13,256,529,1,0 days 00:00:00.000028000
66328,7,1,529,8,0 days 00:00:00.000042000
66328,8,1,529,8,0 days 00:00:00.000038000
66328,13,1,529,8,0 days 00:00:00.000042000
34776,7,4,529,8,0 days 00:00:00.000040000
34776,8,4,529,8,0 days 00:00:00.000037000
34776,13,4,529,8,0 days 00:00:00.000044000
25464,7,16,529,8,0 days 00:00:00.000040000
25464,8,16,529,8,0 days 00:00:00.000038000
25464,13,16,529,8,0 days 00:00:00.000044000
23112,7,64,529,8,0 days 00:00:00.000040000
23112,8,64,529,8,0 days 00:00:00.000038000
23112,13,64,529,8,0 days 00:00:00.000043000
22600,7,256,529,8,0 days 00:00:00.000041000
22600,8,256,529,8,0 days 00:00:00.000038000
22600,13,256,529,8,0 days 00:00:00.000043000
51648,7,1,529,32,0 days 00:00:00.000048000
51648,8,1,529,32,0 days 00:00:00.000041000
51648,13,1,529,32,0 days 00:00:00.000046000
20096,7,4,529,32,0 days 00:00:00.000047000
20096,8,4,529,32,0 days 00:00:00.000041000
20096,13,4,529,32,0 days 00:00:00.000045000
10784,7,16,529,32,0 days 00:00:00.000047000
10784,8,16,529,32,0 days 00:00:00.000041000
10784,13,16,529,32,0 days 00:00:00.000046000
8432,7,64,529,32,0 days 00:00:00.000045000
8432,8,64,529,32,0 days 00:00:00.000041000
8432,13,64,529,32,0 days 00:00:00.000046000
7920,7,256,529,32,0 days 00:00:00.000046000
7920,8,256,529,32,0 days 00:00:00.000042000
7920,13,256,529,32,0 days 00:00:00.000063000
47416,7,1,529,128,0 days 00:00:00.000055000
